population_share,out_strength_lorenz,in_strength_lorenz
0.643652561247216,0.14964471875564594,0.1495387237831564
0.6458797327394209,0.15132262365513272,0.15117372239617707
0.6481069042316258,0.15301764621942918,0.15281873745934835
0.6503340757238307,0.15472066699392054,0.15447317097564633
0.6525612472160356,0.15650912659320423,0.1561791817352573
0.6547884187082406,0.15837480255820136,0.15793624649078528
0.6570155902004454,0.16024959797781327,0.15971080265926288
0.6592427616926503,0.16215713373448468,0.16159957625930885
0.6614699331848553,0.16420549779028887,0.1635698269538637
0.6636971046770601,0.16625894482079637,0.1655480011089855
0.665924276169265,0.1683252487873181,0.16754897390064413
0.6681514476614699,0.17040485818762202,0.16957902429759084
0.6703786191536748,0.1725052479845071,0.17164398277080875
0.6726057906458797,0.17460720752357994,0.17373712185377882
0.6748329621380846,0.17675005510916322,0.17583990363875956
0.6770601336302895,0.17890007865903354,0.1780030083735281
0.6792873051224944,0.181056082179143,0.1802208298359851
0.6815144766146993,0.18322748412261838,0.18244769600342892
0.6837416481069042,0.18545263104861842,0.18469773455554955
0.685968819599109,0.18780216135559347,0.18699778060879535
0.688195991091314,0.19015303715587234,0.18933236099017245
0.6904231625835189,0.19252686109194406,0.19172816131687317
0.6926503340757239,0.1949269221474402,0.19412792337385734
0.6948775055679287,0.197373477471546,0.1965286571760054
0.6971046770601336,0.1998435041788406,0.19894860163254682
0.6993318485523385,0.20233348903680842,0.20138693449757375
0.7015590200445434,0.20482452038956814,0.2038432072733182
0.7037861915367483,0.2073211579644271,0.2063079267570255
0.7060133630289532,0.20984104267359088,0.2087743654821766
0.7082405345211581,0.21237019633662538,0.2113275885254238
0.710467706013363,0.2149212516406609,0.2138905290203097
0.7126948775055679,0.2175067665231997,0.2164542170114755
0.7149220489977728,0.2201188922733029,0.21907112673777002
0.7171492204899776,0.2227964986975251,0.22172391628549962
0.7193763919821826,0.22555662871104806,0.22441535139089996
0.7216035634743875,0.2283989833153598,0.22711456045761125
0.7238307349665924,0.23128955142972493,0.22984157638593472
0.7260579064587973,0.23421629836403712,0.23261665632505563
0.7282850779510022,0.23717503813912894,0.23546910212914599
0.7305122494432071,0.24013467490975665,0.23834561731344903
0.732739420935412,0.24318939320718735,0.24132693147619377
0.7349665924276169,0.2462722921143702,0.2444006361791339
0.7371937639198218,0.24936139524067624,0.24750932370797324
0.7394209354120267,0.25245774908089724,0.2506288499328711
0.7416481069042316,0.25556359612387297,0.2537738657809135
0.7438752783964365,0.25881341095035704,0.2569280010835706
0.7461024498886414,0.26211069179061464,0.2601654822214364
0.7483296213808462,0.26542538929419385,0.26343129346831023
0.7505567928730512,0.268776938364372,0.26674643946965737
0.7527839643652561,0.2721714684706443,0.2701128637158055
0.755011135857461,0.2755736977885995,0.27348900541359233
0.7572383073496659,0.27899760449867184,0.27689706520253077
0.7594654788418708,0.28244744932965654,0.2803125252046402
0.7616926503340757,0.2859418449389232,0.2837975771104081
0.7639198218262806,0.28946584140087384,0.2872922717181867
0.7661469933184855,0.29300643228023815,0.29079122705476074
0.7683741648106904,0.2966230435312681,0.2943025908295811
0.7706013363028953,0.30028099132657643,0.297824270053064
0.7728285077951002,0.30397907967211524,0.30139476078362426
0.7750556792873051,0.30776679282161384,0.3049750437154512
0.77728285077951,0.31156085968949154,0.3086264882931244
0.7795100222717148,0.3153905821299204,0.3123905058105502
0.7817371937639198,0.31926627559156295,0.31617365923274143
0.7839643652561247,0.3231447347894411,0.3199659321095474
0.7861915367483295,0.32707551872691215,0.323789973578249
0.7884187082405345,0.33103508127115927,0.32762440524524117
0.7906458797327394,0.33501848894673514,0.3315233458411886
0.7928730512249443,0.33905489410855577,0.3354885146075349
0.7951002227171492,0.3431007924731311,0.33949217943229604
0.7973273942093541,0.3471472888347303,0.3435014504791563
0.799554565701559,0.35122204055570966,0.34752963318189806
0.8017817371937639,0.3553036692424641,0.35157351330651765
0.8040089086859687,0.35938724141954626,0.35563854757585833
0.8062360801781737,0.36350220844038417,0.35970873956953037
0.8084632516703786,0.36763249913495993,0.3638063646766746
0.8106904231625834,0.37176914354791485,0.36792903090919543
0.8129175946547884,0.3759180468998601,0.37205319213427607
0.8151447661469933,0.3801162102566506,0.3761799695963363
0.8173719376391981,0.38432439006359176,0.3803240142224622
0.8195991091314031,0.3885726356711354,0.38448241077716216
0.821826280623608,0.3928280572429661,0.3886467873021013
